イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
OE062	62	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。炎上対応・監査中途を優先 / 桐野市産業雇用課: 重点業種の採用支援は維持、助成は成果連動で厳格化 / 関東広域ロジスティクス株式会社: 新卒は監督/保全に限定継続。中途は運行企画と保全優先	首都圏業務支援株式会社: 即戦力偏重で入口が狭まり、不安と離職が増える / 桐野市産業雇用課: 選別不安が増すため、相談導線と短期技能で安心を補う / 関東広域ロジスティクス株式会社: 採用枠は絞られ不安増。保全/運行企画に学習機会が寄る 現役側には 首都圏業務支援株式会社: 説明・監査負荷増。再配置と再学習の圧が上がる / 桐野市産業雇用課: 誤情報不安で離職懸念、再配置支援と説明一貫が効く / 関東広域ロジスティクス株式会社: 現場は不安と再配置圧。監査ログ提示で納得感は上がりやすい
PL061_01	62	政策探索	nat報酬の自動計上＋上限・監査セット	0.62	現役納税層（対象外感）＋中立層＋非婚/非出産選択者＋制度不信の注意層	公平感↑ 制度信頼↑ 対象外反発↓ 不正利用↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労61が高止まり。SNS不安下で誤認拡散と対象外反発が再燃しやすい。	物価と雇用が不安な中で、また手続きが増えると感じた瞬間に距離を取りたくなる。
FB101	63	社会反応	制度要求の可視化	0.56	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労59.3、生活防衛41.2、制度要求40.8	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB101	63	社会反応	制度要求の可視化	0.56	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労59.3、生活防衛41.2、制度要求40.8	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB102	63	社会反応	生活防衛シフト	0.67	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労59.3、生活防衛41.2、制度要求40.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB102	63	社会反応	生活防衛シフト	0.67	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労59.3、生活防衛41.2、制度要求40.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE063	63	組織判断	企業・組織の採用育成判断	0.41	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	関東広域ロジスティクス株式会社: 新卒は監督/保全に限定維持。中途は運行企画と保全厚め / 未来通信システム株式会社: 新卒は信頼運用・対人折衝重視で絞り、中途は運用/CS増員 / 桐野市産業雇用課: 重点業種の採用支援維持、助成は成果連動で審査強化	関東広域ロジスティクス株式会社: 現場配属の不安が増えるが、保全/監督の明確化で定着が改善 / 未来通信システム株式会社: 不安環境で対人・説明力が評価され、AI一本化の焦りは緩和 / 桐野市産業雇用課: 不安で応募控え増。説明統一で安心を補強、実習で定着促進 現役側には 関東広域ロジスティクス株式会社: 再配置とAI/保全学習圧が増すが、雇用維持で生活不安は抑制 / 未来通信システム株式会社: 監査・危機対応の実務負荷増、計算枠制約で効率化圧力が強い / 桐野市産業雇用課: 窓口混乱が増すが、省計算AIで負荷軽減、再配置支援が必要
PL062_01	63	政策探索	通知・監査の月1標準を先行適用（緊急のみ即時）	0.58	注意層（情報過敏/制度不信）＋中立層（迷い）＋現役納税層（財源不安）	政策疲労↓ 情報過負荷↓ 切り取り拡散↓ 制度信頼↑ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で、SNS不安×政策疲労が説明不信と手続き離脱を増やす局面。	通知が多すぎて内容を信じる前に疲れて閉じてしまう。
PL062_02	63	政策探索	副作用申立てSLAの即時表示＋自動補償の先払い枠（上限付き）	0.62	注意層（制度不信/不公平感）＋対象外感が強い層＋現役納税層	副作用圧↓ 公平感↑ 制度信頼↑ 二極化↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で、SNS不安×政策疲労が説明不信と手続き離脱を増やす局面。	困った時にちゃんと助けてもらえるかが見えないと、制度に近づくのが怖い。
WE060	63	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮、イスラエル	ステップ63: SNS不安増幅が85.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.9。	北朝鮮、イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB103	64	社会反応	制度要求の可視化	0.46	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労56.1、生活防衛37.5、制度要求35.6	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB103	64	社会反応	制度要求の可視化	0.46	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労56.1、生活防衛37.5、制度要求35.6	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB104	64	社会反応	生活防衛シフト	0.60	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労56.1、生活防衛37.5、制度要求35.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB104	64	社会反応	生活防衛シフト	0.60	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労56.1、生活防衛37.5、制度要求35.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE064	64	組織判断	企業・組織の採用育成判断	0.43	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は信頼運用・CS厳選、中途は運用/監査増 / 首都圏業務支援株式会社: 新卒は最小維持。財政・需要不確実で中途は監査/危機対応に絞る / 関東広域ロジスティクス株式会社: 新卒は監督/保全に限定維持。中途は省人化PJ厚め	未来通信システム株式会社: 選別と不安対応が同時に増え、対人能力の価値上昇 / 首都圏業務支援株式会社: 新卒枠が細り不安。監査・危機対応スキル習得が就職軸に / 関東広域ロジスティクス株式会社: 入口が監督/保全寄りに。技能選別不安と成長機会は両立 現役側には 未来通信システム株式会社: 監査・危機対応が必須化し負荷増、再学習で適応格差 / 首都圏業務支援株式会社: 配置転換と評価基準変更で負荷増。再学習より手順順守が重視 / 関東広域ロジスティクス株式会社: 転換圧力増。監査/保全スキルが雇用防波堤になる
PL063_01	64	政策探索	月1「副作用/財源/対象外」3点テンプレ説明	0.50	注意層（制度不信/不公平感）＋現役納税層（財源不安）＋非婚/非出産選択者（対象外感）	制度信頼↑ 公平感↑ 切り取り拡散↓ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が上限到達、政策疲労も高止まり。SNS不安で切り取り拡散が進み、制度信頼が揺れやすい。	SNSでは不安だけ増えるのに、制度は結局どこまで助けてくれて誰にどう公平なのかが分からない。
PL064_01	64	政策探索	副作用対応を先行固定（新規訴求は一時減速）	0.45	注意層（制度不信）＋現役納税層（財源不安）＋対象外感が強い層＋中立層	政策疲労↓ 切り取り拡散↓ 制度信頼↑ 公平感↑ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が飽和し、政策疲労と財源不安がSNS不安増幅で固定化しつつある	物価と雇用が不安定なのに制度は複雑で、損しないか確かめる余力がない
FB105	65	社会反応	制度要求の可視化	0.57	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労56.9、制度要求41.4、生活防衛40.6	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB105	65	社会反応	制度要求の可視化	0.57	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労56.9、制度要求41.4、生活防衛40.6	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB106	65	社会反応	生活防衛シフト	0.66	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労56.9、制度要求41.4、生活防衛40.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB106	65	社会反応	生活防衛シフト	0.66	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労56.9、制度要求41.4、生活防衛40.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE065	65	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。中途は危機対応/監査に限定 / 未来通信システム株式会社: 新卒は信頼運用/CS厳選、中途は監査・危機広報・省エネ運用を増 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全/品質/生技を厚め、採用は慎重	首都圏業務支援株式会社: 新卒枠縮小で不安増。監査/説明スキルは評価上昇 / 未来通信システム株式会社: 採用選別が強まり不安増、対人対応/監査技能の評価は上がる / 北関東精密加工株式会社: 不安増で辞退/早期離職が増えやすいが、技能可視化で定着は改善 現役側には 首都圏業務支援株式会社: 炎上/不安対応が増え負荷上昇。再配置と学習圧力 / 未来通信システム株式会社: 誤情報対応と監査負荷が増す一方、再配置で雇用は維持されやすい / 北関東精密加工株式会社: 不安で慎重化。兼務増と再配置が進み、保全・品質の負担が上がる
